"index","product_name","avg_discount","total_profit","profit_status"
"1853","Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White","0.1333333333","55.062","Profit"
"1854","Iris 3-Drawer Stacking Bin, Black","0.1333333333","-43.4512","Loss"
"1855","Kingston Digital DataTraveler 8GB USB 2.0","0.1333333333","-2.023","Loss"
"1856","Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts","0.1333333333","197.104","Profit"
"1857","Belkin F9M820V08 8 Outlet Surge","0.1333333333","101.003","Profit"
"1858","Translucent Push Pins by OIC","0.1333333333","5.841","Profit"
"1859","Acme Kleencut Forged Steel Scissors","0.1333333333","7.462","Profit"
"1860","Geographics Note Cards, Blank, White, 8 1/2"" x 11""","0.1333333333","29.5416","Profit"
"1861","Cardinal Holdit Data Disk Pockets","0.1333333333","38.7296","Profit"
"1862","Cisco SPA112 2 Port Phone Adapter","0.1333333333","87.3705","Profit"
"1863","Avery Personal Creations Heavyweight Cards","0.1333333333","37.8512","Profit"
"1864","Hamilton Beach Microwave, Silver","0.1333333333","258.4865","Profit"
"1865","Novimex Bag Chairs, Adjustable","0.1330769231","870.4425","Profit"
"1866","Boston Highlighters, Blue","0.1326923077","238.6935","Profit"
"1867","Deflect-O Photo Frame, Duo Pack","0.1326086957","484.5184","Profit"
"1868","Fellowes Shelving, Wire Frame","0.1325714286","1953.4754","Profit"
"1869","Rogers File Cart, Blue","0.1325581395","757.503","Profit"
"1870","Novimex Chairmat, Set of Two","0.1325","1354.7325","Profit"
"1871","Breville Microwave, Red","0.1325","-142.5051","Loss"
"1872","SanDisk Mouse, Bluetooth","0.1325","57.6155","Profit"
"1873","Eaton Computer Printout Paper, Multicolor","0.1325","224.76","Profit"
"1874","Dania 3-Shelf Cabinet, Traditional","0.1325","623.7255","Profit"
"1875","Rogers Trays, Blue","0.1322580645","693.224","Profit"
"1876","Sharp Ink, High-Speed","0.132125","116.46008","Profit"
"1877","Acme Box Cutter, High Speed","0.1321052632","636.294","Profit"
"1878","Sanford Pens, Water Color","0.1320833333","264.1852","Profit"
"1879","Novimex Legal Exhibit Labels, Alphabetical","0.1319047619","111.1995","Profit"
"1880","Stiletto Trimmer, Serrated","0.131875","96.0555","Profit"
"1881","Wilson Jones Binding Machine, Economy","0.131627907","840.3096","Profit"
"1882","Novimex Legal Exhibit Labels, 5000 Label Set","0.1315789474","57.464","Profit"
"1883","BIC Pens, Blue","0.1312903226","37.0744","Profit"
"1884","Acco Binder Covers, Durable","0.1312903226","342.022","Profit"
"1885","SanDisk Parchment Paper, Premium","0.13125","49.736","Profit"
"1886","Harbour Creations Rocking Chair, Black","0.1310714286","1027.687","Profit"
"1887","Sauder Corner Shelving, Pine","0.1310526316","1161.66","Profit"
"1888","Sauder Stackable Bookrack, Pine","0.1310204082","4556.8087","Profit"
"1889","Ibico 3-Hole Punch, Recycled","0.1308108108","1011.044","Profit"
"1890","Hon Shipping Labels, Alphabetical","0.1304761905","178.0696","Profit"
"1891","Cameo Manila Envelope, Recycled","0.1304545455","418.998","Profit"
"1892","Rubbermaid Light Bulb, Duo Pack","0.1304545455","155.355","Profit"
"1893","Avery Shipping Labels, 5000 Label Set","0.1303846154","169.1536","Profit"
"1894","Brother Ink, High-Speed","0.1301176471","602.176","Profit"
"1895","Xerox Message Books, Recycled","0.13","58.216","Profit"
"1896","Rubbermaid Frame, Durable","0.13","114.2456","Profit"
"1897","SAFCO Steel Folding Chair, Adjustable","0.13","1244.904","Profit"
"1898","Smead Legal Exhibit Labels, 5000 Label Set","0.13","-86.553","Loss"
"1899","Eldon Clock, Duo Pack","0.13","845.6808","Profit"
"1900","Bush 3-Shelf Cabinet, Traditional","0.13","878.6731","Profit"
"1901","SAFCO Executive Leather Armchair, Set of Two","0.13","1656.3708","Profit"
"1902","Acme Letter Opener, High Speed","0.13","67.1321","Profit"
"1903","Konica Calculator, White","0.13","96.7764","Profit"
"1904","Sharp Wireless Fax, Laser","0.13","4815.44096","Profit"
"1905","Sauder Inglewood Library Bookcases","0.13","311.1836","Profit"
"1906","Smead Round Labels, Laser Printer Compatible","0.1296296296","101.182","Profit"
"1907","Avery Round Labels, Adjustable","0.1295","-7.9056","Loss"
"1908","Xerox Computer Printout Paper, Multicolor","0.1294117647","278.92","Profit"
"1909","Green Bar Message Books, Recycled","0.1294117647","343.6","Profit"
"1910","Harbour Creations Color Coded Labels, 5000 Label Set","0.129375","39.8658","Profit"
"1911","SanDisk Keyboard, Bluetooth","0.129375","475.1028","Profit"
"1912","Ikea Corner Shelving, Metal","0.1293333333","-523.7436","Loss"
"1913","Hon Removable Labels, 5000 Label Set","0.1293333333","33.259","Profit"
"1914","Belkin Memory Card, Programmable","0.1291666667","1957.429","Profit"
"1915","Jiffy Manila Envelope, with clear poly window","0.1290909091","328.1785","Profit"
"1916","Novimex Swivel Stool, Adjustable","0.129","501.717","Profit"
"1917","Binney & Smith Pens, Blue","0.1289189189","311.5064","Profit"
"1918","Sanford Pencil Sharpener, Water Color","0.1287640449","764.1161","Profit"
"1919","Hon GuestStacker Chair","0.1285714286","1603.1468","Profit"
"1920","Avery Color Coded Labels, Alphabetical","0.1285714286","145.423","Profit"
"1921","Pyle PMP37LED","0.1285714286","817.4384","Profit"
"1922","Cardinal Index Tab, Durable","0.1285365854","220.967","Profit"
"1923","Rogers Trays, Wire Frame","0.1285294118","2016.7675","Profit"
"1924","Sanford Pencil Sharpener, Fluorescent","0.1284848485","477.3744","Profit"
"1925","Deflect-O Photo Frame, Durable","0.1284615385","188.2638","Profit"
"1926","Bush Classic Bookcase, Mobile","0.1284210526","3672.576","Profit"
"1927","Accos Push Pins, Assorted Sizes","0.1284210526","-45.1281","Loss"
"1928","Avery Removable Labels, Laser Printer Compatible","0.1283333333","103.4916","Profit"
"1929","Nokia Speaker Phone, Full Size","0.128125","325.832","Profit"
"1930","Enermax Memo Slips, Multicolor","0.128","204.7716","Profit"
"1931","Boston Canvas, Fluorescent","0.1279591837","912.451","Profit"
"1932","Canon Copy Machine, Color","0.1279047619","1625.59712","Profit"
"1933","Ames Interoffice Envelope, Security-Tint","0.1277777778","656.572","Profit"
"1934","Hoover Microwave, White","0.1277777778","2665.416","Profit"
"1935","Office Star Chairmat, Red","0.1276923077","1185.3288","Profit"
"1936","Dania Corner Shelving, Mobile","0.1276470588","706.6877","Profit"
"1937","Harbour Creations Color Coded Labels, Adjustable","0.1276470588","0.822","Profit"
"1938","Avery Color Coded Labels, Adjustable","0.1276470588","74.8215","Profit"
"1939","HP Copy Machine, Laser","0.1276","2562.89756","Profit"
"1940","Avery Binder Covers, Clear","0.1275757576","119.835","Profit"
"1941","Stiletto Trimmer, Steel","0.1273684211","422.9055","Profit"
"1942","Hon Shipping Labels, 5000 Label Set","0.1273684211","136.268","Profit"
"1943","Maxell 4.7GB DVD-R","0.1272727273","411.2262","Profit"
"1944","Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost","0.1272727273","39.8392","Profit"
"1945","Accos Thumb Tacks, Metal","0.1272727273","25.53","Profit"
"1946","Cuisinart Coffee Grinder, Black","0.1272727273","188.216","Profit"
"1947","Wilson Jones Hole Reinforcements, Durable","0.12725","50.907","Profit"
"1948","Green Bar Note Cards, Premium","0.1272093023","152.668","Profit"
"1949","Boston Markers, Blue","0.1272093023","651.5436","Profit"
"1950","Kraft Peel and Seal, Set of 50","0.1271428571","26.8151","Profit"
"1951","Konica Receipt Printer, White","0.1269230769","1211.985","Profit"
"1952","SAFCO Rocking Chair, Black","0.1267647059","409.9922","Profit"
"1953","Dania Stackable Bookrack, Pine","0.1266666667","1831.904","Profit"
"1954","SanDisk Cards & Envelopes, 8.5 x 11","0.1266666667","137.43","Profit"
"1955","Cameo Interoffice Envelope, Set of 50","0.1266666667","777.2325","Profit"
"1956","Enermax Computer Printout Paper, Recycled","0.1266666667","66.574","Profit"
"1957","Samsung Audio Dock, Full Size","0.1265217391","1927.3956","Profit"
"1958","StarTech Phone, Wireless","0.1264285714","128.5452","Profit"
"1959","Stanley Canvas, Fluorescent","0.1264102564","1303.7836","Profit"
"1960","Stanley Markers, Water Color","0.1263461538","801.2598","Profit"
"1961","Avery Legal Exhibit Labels, Alphabetical","0.1261538462","11.6888","Profit"
"1962","Fiskars Scissors, Steel","0.1261538462","378.0312","Profit"
"1963","Sharp Fax Machine, Digital","0.126","-1455.74586","Loss"
"1964","Eldon File Cart, Blue","0.1259259259","210.856","Profit"
"1965","Ibico Binder, Durable","0.1259090909","100.2998","Profit"
"1966","Sauder Corner Shelving, Traditional","0.1258823529","814.131","Profit"
"1967","SanDisk Memo Slips, 8.5 x 11","0.1258333333","258.7712","Profit"
"1968","SanDisk Message Books, Multicolor","0.1257142857","26.3373","Profit"
"1969","Novimex Swivel Stool, Red","0.1257142857","2660.734","Profit"
"1970","Hon Round Labels, Adjustable","0.1255","55.6488","Profit"
"1971","Tenex Trays, Blue","0.1254054054","618.1967","Profit"
"1972","Samsung Smart Phone, Cordless","0.1253846154","-198.09","Loss"
"1973","BIC Canvas, Fluorescent","0.1252777778","1799.3844","Profit"
"1974","SanDisk Numeric Keypad, USB","0.125","831.066","Profit"
"1975","Xerox 195","0.125","70.5408","Profit"
"1976","Howard Miller 13"" Diameter Goldtone Round Wall Clock","0.125","322.9506","Profit"
"1977","Breville Microwave, Black","0.125","602.106","Profit"
"1978","Okidata Receipt Printer, Red","0.125","-179.277","Loss"
"1979","OIC Bulk Pack Metal Binder Clips","0.125","35.598","Profit"
"1980","VTech DS6151","0.125","478.762","Profit"
"1981","Xerox 216","0.125","96.9408","Profit"
"1982","Samsung Rugby III","0.125","229.6452","Profit"
"1983","Breville Microwave, White","0.125","2809.0275","Profit"
"1984","Fellowes High-Stak Drawer Files","0.125","419.3322","Profit"
"1985","Hoover Refrigerator, Silver","0.125","1886.428","Profit"
"1986","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings","0.125","47.7257","Profit"
"1987","Xerox 1960","0.125","330.472","Profit"
"1988","OIC Rubber Bands, Assorted Sizes","0.125","69.284","Profit"
"1989","Safco Contoured Stacking Chairs","0.125","870.16","Profit"
"1990","Eldon Box, Wire Frame","0.125","116.997","Profit"
"1991","Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders","0.125","30.74","Profit"
"1992","Xerox 227","0.125","46.3968","Profit"
"1993","Kensington Expert Mouse Optical USB Trackball for PC or Mac","0.125","438.974","Profit"
"1994","Stanley Canvas, Easy-Erase","0.1248717949","856.515","Profit"
"1995","Boston Sketch Pad, Easy-Erase","0.1248571429","678.0402","Profit"
"1996","Deflect-O Frame, Erganomic","0.1248387097","-193.95","Loss"
"1997","Apple Audio Dock, VoIP","0.1247826087","1317.3476","Profit"
"1998","Cisco Audio Dock, Full Size","0.1247826087","1278.5536","Profit"
"1999","SanDisk Router, USB","0.1247368421","3244.5356","Profit"
"2000","Samsung Audio Dock, Cordless","0.1246428571","2327.7784","Profit"
"2001","Hamilton Beach Refrigerator, Silver","0.1245454545","3016.5328","Profit"
"2002","Hon Swivel Stool, Adjustable","0.1245","210.2174","Profit"
"2003","Hewlett Fax and Copier, Laser","0.1245","1410.26902","Profit"
"2004","Safco Floating Shelf Set, Pine","0.1244444444","486.8712","Profit"
"2005","Avery Binding Machine, Durable","0.1243181818","12.261","Profit"
"2006","Apple Signal Booster, Cordless","0.1241176471","233.215","Profit"
"2007","Stanley Highlighters, Easy-Erase","0.1241025641","108.5846","Profit"
"2008","Brother Fax Machine, Color","0.124","4148.35676","Profit"
"2009","Kraft Business Envelopes, Recycled","0.1239393939","218.1436","Profit"
"2010","Logitech Keyboard, Programmable","0.1239130435","387.13","Profit"
"2011","Stiletto Shears, Steel","0.1236363636","-76.37","Loss"
"2012","Tenex Box, Blue","0.1235294118","62.02","Profit"
"2013","Samsung Audio Dock, with Caller ID","0.1235","-2137.2242","Loss"
"2014","Ikea Stackable Bookrack, Mobile","0.1234782609","2703.631","Profit"
"2015","Belkin Router, Erganomic","0.1234782609","1944.9712","Profit"
"2016","HP Copy Machine, Color","0.1231891892","6099.50146","Profit"
"2017","Tenex Trays, Industrial","0.1231428571","264.5624","Profit"
"2018","Panasonic Printer, White","0.1230769231","1532.36","Profit"
"2019","HP Fax Machine, Color","0.1230666667","-123.85252","Loss"
"2020","Enermax Keyboard, Programmable","0.1228571429","953.6372","Profit"
"2021","Avery Binder, Recycled","0.1228571429","349.4118","Profit"
"2022","Memorex Flash Drive, Programmable","0.1228571429","199.569","Profit"
"2023","Smead Removable Labels, Adjustable","0.1228571429","274.298","Profit"
"2024","HP Personal Copier, Color","0.1226666667","728.6944","Profit"
"2025","Apple Headset, VoIP","0.1226086957","209.6805","Profit"
"2026","Office Star Executive Leather Armchair, Red","0.1225","4624.998","Profit"
"2027","Advantus Push Pins, Metal","0.1225","36.6275","Profit"
"2028","Tenex Trays, Single Width","0.12225","1614.0356","Profit"
"2029","Advantus Clock, Duo Pack","0.1222222222","105.4375","Profit"
"2030","Cuisinart Microwave, Red","0.1222222222","1316.964","Profit"
"2031","Advantus Clock, Erganomic","0.1222222222","56.208","Profit"
"2032","Epson Phone, White","0.1222222222","912.757","Profit"
"2033","Bush Corner Shelving, Metal","0.1222222222","496.24","Profit"
"2034","HP Wireless Fax, Digital","0.122","3894.9049","Profit"
"2035","SanDisk Memory Card, Programmable","0.1217647059","9.7577","Profit"
"2036","Samsung Smart Phone, VoIP","0.1217391304","3903.858","Profit"
"2037","Acco 3-Hole Punch, Durable","0.1217073171","431.1192","Profit"
"2038","BIC Sketch Pad, Easy-Erase","0.1213793103","1211.2528","Profit"
"2039","Kleencut Trimmer, Serrated","0.1213636364","294.3128","Profit"
"2040","Enermax Mouse, Programmable","0.1213636364","395.0755","Profit"
"2041","Elite Scissors, Easy Grip","0.1213333333","78.655","Profit"
"2042","Smead Lockers, Industrial","0.1212195122","3630.444","Profit"
"2043","Stiletto Scissors, Steel","0.1211538462","3.4025","Profit"
"2044","Ames Interoffice Envelope, with clear poly window","0.1210526316","169.636","Profit"
"2045","Advantus Push Pins, Assorted Sizes","0.1210526316","160.042","Profit"
"2046","Fellowes Trays, Wire Frame","0.121","618.587","Profit"
"2047","Memorex Mouse, Programmable","0.1206666667","-70.3966","Loss"
"2048","Deflect-O Door Stop, Duo Pack","0.1206666667","477.3336","Profit"
"2049","HP Wireless Fax, Laser","0.1206","-465.14228","Loss"
"2050","Binney & Smith Canvas, Fluorescent","0.1205882353","607.646","Profit"
"2051","Kraft Business Envelopes, Set of 50","0.1205555556","317.005","Profit"
"2052","Logitech Flash Drive, Bluetooth","0.1205555556","486.0659","Profit"
"2053","Acme Ruler, High Speed","0.1205555556","-95.057","Loss"
"2054","KitchenAid Blender, Silver","0.1205555556","1774.299","Profit"
"2055","Dania Library with Doors, Mobile","0.1205555556","552.4012","Profit"
"2056","Sauder Classic Bookcase, Mobile","0.1205","4455.0774","Profit"
"2057","Fellowes Box, Wire Frame","0.1204347826","736.18","Profit"
"2058","Ibico Hole Reinforcements, Durable","0.1203333333","141.3755","Profit"
"2059","SanDisk Memo Slips, Multicolor","0.1203125","52.8861","Profit"
"2060","Canon Personal Copier, High-Speed","0.1202857143","-260.0068","Loss"
"2061","Canon Wireless Fax, High-Speed","0.1201428571","244.15904","Profit"
"2062","Xerox 1910","0.12","236.3568","Profit"
"2063","Newell 309","0.12","34.65","Profit"
"2064","Southworth 25% Cotton Antique Laid Paper & Envelopes","0.12","80.898","Profit"
"2065","Xerox 200","0.12","33.696","Profit"
"2066","Premier Automatic Letter Opener","0.12","-427.8586","Loss"
"2067","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","0.12","43.7772","Profit"
"2068","Metal Folding Chairs, Beige, 4/Carton","0.12","115.7354","Profit"
"2069","Samsung Galaxy S4 Mini","0.12","1104.4765","Profit"
"2070","DataProducts Ampli Magnifier Task Lamp, Black,","0.12","99.5808","Profit"
"2071","Eldon Fold 'N Roll Cart System","0.12","63.7488","Profit"
"2072","Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags","0.12","12.7604","Profit"
"2073","WD My Passport Ultra 2TB Portable External Hard Drive","0.12","442.308","Profit"
"2074","Xerox 1882","0.12","273.1824","Profit"
"2075","Eldon 200 Class Desk Accessories, Burgundy","0.12","44.588","Profit"
"2076","RCA Visys Integrated PBX 8-Line Router","0.12","130.6305","Profit"
"2077","Carina Media Storage Towers in Natural & Black","0.12","-121.96","Loss"
"2078","Advantus Motivational Note Cards","0.12","94.32","Profit"
"2079","Tennsco 16-Compartment Lockers with Coat Rack","0.12","1114.3708","Profit"
"2080","Google Nexus 5","0.12","710.9605","Profit"
"2081","Xerox 231","0.12","31.8816","Profit"
"2082","Logitech ClearChat Comfort/USB Headset H390","0.12","149.9283","Profit"
"2083","Logitech G105 Gaming Keyboard","0.12","78.3684","Profit"
"2084","Ooma Telo VoIP Home Phone System","0.12","314.975","Profit"
"2085","Fluorescent Highlighters by Dixon","0.12","22.4472","Profit"
"2086","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack","0.12","91.0404","Profit"
"2087","Xerox 1899","0.12","28.0908","Profit"
"2088","Colored Envelopes","0.12","19.0404","Profit"
"2089","Memorex Micro Travel Drive 32 GB","0.12","129.9756","Profit"
"2090","Advantus T-Pin Paper Clips","0.12","20.0244","Profit"
"2091","i.Sound Portable Power - 8000 mAh","0.12","-58.8189","Loss"
"2092","Xerox 1930","0.12","59.3568","Profit"
"2093","GlobeWeis Peel and Seal, with clear poly window","0.12","142.0093","Profit"
"2094","SanDisk Keyboard, Erganomic","0.12","926.7","Profit"
"2095","Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...","0.12","143.76","Profit"
"2096","Canon imageCLASS 2200 Advanced Copier","0.12","25199.928","Profit"
"2097","Xerox 1927","0.12","22.684","Profit"
"2098","Safco Industrial Shelving","0.12","-104.1285","Loss"
"2099","Plantronics Voyager Pro HD - Bluetooth Headset","0.12","376.942","Profit"
"2100","Plantronics CS 50-USB - headset - Convertible, Monaural","0.12","178.1469","Profit"
"2101","Xerox 1972","0.12","17.424","Profit"
"2102","Stanley Pens, Fluorescent","0.12","40.2642","Profit"
"2103","Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","0.12","-172.9412","Loss"
"2104","GlobeWeis Clasp Envelope, with clear poly window","0.12","146.2452","Profit"
"2105","Longer-Life Soft White Bulbs","0.12","44.7216","Profit"
"2106","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","0.12","95.2016","Profit"
"2107","Belkin 19"" Vented Equipment Shelf, Black","0.12","-179.6652","Loss"
"2108","Smead Folders, Industrial","0.12","190.817","Profit"
"2109","DAX Cubicle Frames - 8x10","0.12","20.772","Profit"
"2110","Kraft Interoffice Envelope, Set of 50","0.12","297.584","Profit"
"2111","Ikea Classic Bookcase, Traditional","0.1195833333","3784.5285","Profit"
"2112","Office Star Rocking Chair, Red","0.1194736842","1307.7426","Profit"
"2113","Sauder Stackable Bookrack, Mobile","0.1194444444","1255.963","Profit"
"2114","Bush 3-Shelf Cabinet, Metal","0.119375","1243.1682","Profit"
"2115","GlobeWeis Manila Envelope, Set of 50","0.1192","463.8394","Profit"
"2116","Sauder Classic Bookcase, Traditional","0.1189655172","10672.073","Profit"
"2117","Novimex Removable Labels, Laser Printer Compatible","0.1189285714","182.9279","Profit"
"2118","Brother Ink, Digital","0.1188888889","1021.0746","Profit"
"2119","StarTech Receipt Printer, Wireless","0.1188888889","100.3842","Profit"
"2120","Sauder Library with Doors, Pine","0.1188888889","896.667","Profit"
"2121","Avery Binder Covers, Recycled","0.1188461538","501.1075","Profit"
"2122","Enermax Mouse, Bluetooth","0.1188461538","741.4273","Profit"
"2123","Jiffy Peel and Seal, Recycled","0.1188235294","180.1477","Profit"
"2124","Brother Copy Machine, Color","0.1187906977","6520.05006","Profit"
"2125","Acco Binder Covers, Economy","0.1187804878","364.8168","Profit"
"2126","Deflect-O Photo Frame, Erganomic","0.11875","317.884","Profit"
"2127","Konica Printer, Wireless","0.11875","425.07","Profit"
"2128","Novimex Color Coded Labels, Alphabetical","0.1185714286","50.4288","Profit"
"2129","Avery Hole Reinforcements, Economy","0.1185185185","3.299","Profit"
"2130","Enermax Computer Printout Paper, 8.5 x 11","0.1185","210.2266","Profit"
"2131","KitchenAid Refrigerator, Black","0.1184615385","4140.6039","Profit"
"2132","Samsung Headset, VoIP","0.1184210526","1397.5275","Profit"
"2133","Canon Ink, Digital","0.1183636364","1345.59804","Profit"
"2134","Dania Library with Doors, Traditional","0.1183333333","3263.712","Profit"
"2135","Motorola Smart Phone, Cordless","0.1182608696","-4447.038","Loss"
"2136","Apple Headset, Full Size","0.1182142857","1476.5285","Profit"
"2137","SanDisk Memory Card, Bluetooth","0.1181818182","294.372","Profit"
"2138","Smead Removable Labels, Laser Printer Compatible","0.1181818182","46.386","Profit"
"2139","Ibico Binding Machine, Durable","0.1179591837","1821.978","Profit"
"2140","Cardinal Binder, Clear","0.1179411765","133.3704","Profit"
"2141","Novimex Executive Leather Armchair, Black","0.117826087","1384.6925","Profit"
"2142","Hon Color Coded Labels, Laser Printer Compatible","0.117826087","207.5319","Profit"
"2143","Xerox Message Books, 8.5 x 11","0.117826087","44.7653","Profit"
"2144","Hon File Folder Labels, Alphabetical","0.1178125","254.731","Profit"
"2145","Sanford Pencil Sharpener, Easy-Erase","0.1176923077","1944.344","Profit"
"2146","Kraft Manila Envelope, Security-Tint","0.1176470588","-132.222","Loss"
"2147","OIC Thumb Tacks, Assorted Sizes","0.1176470588","196.954","Profit"
"2148","Jiffy Manila Envelope, Security-Tint","0.1176470588","343.23","Profit"
"2149","Safco Classic Bookcase, Pine","0.1176470588","-1273.49","Loss"
"2150","Hon Chairmat, Adjustable","0.1173913043","765.318","Profit"
"2151","Green Bar Computer Printout Paper, Multicolor","0.1173076923","152.0733","Profit"
"2152","Wilson Jones Binder Covers, Clear","0.1172972973","134.7328","Profit"
"2153","Tenex Folders, Industrial","0.1172413793","-80.412","Loss"
"2154","HP Personal Copier, Digital","0.1171764706","507.47388","Profit"
"2155","Deflect-O Clock, Duo Pack","0.1171428571","507.6459","Profit"
"2156","Avery Color Coded Labels, 5000 Label Set","0.1170588235","121.884","Profit"
"2157","Hewlett Fax Machine, Color","0.117","2358.45864","Profit"
"2158","Memorex Router, Bluetooth","0.117","4874.4053","Profit"
"2159","Wilson Jones 3-Hole Punch, Durable","0.1169491525","815.21","Profit"
"2160","Cameo Peel and Seal, Recycled","0.1169230769","-4.47","Loss"
"2161","OIC Staples, Bulk Pack","0.116875","7.7478","Profit"
"2162","Sharp Copy Machine, Laser","0.1168461538","2998.52992","Profit"
"2163","Memorex Mouse, Bluetooth","0.1168421053","-31.9405","Loss"
"2164","Fiskars Shears, Easy Grip","0.1168181818","332.041","Profit"
"2165","Stiletto Shears, High Speed","0.1167857143","358.2964","Profit"
"2166","Global Manager's Adjustable Task Chair, Storm","0.1166666667","493.7046","Profit"
"2167","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","0.1166666667","235.1407","Profit"
"2168","StarTech Calculator, Durable","0.1166666667","101.928","Profit"
"2169","Global Deluxe Office Fabric Chairs","0.1166666667","229.3922","Profit"
"2170","KitchenAid Blender, White","0.1166666667","270.44","Profit"
"2171","Iceberg Nesting Folding Chair, 19w x 6d x 43h","0.1166666667","253.8392","Profit"
"2172","Hon Coffee Table, Adjustable Height","0.1166666667","674.184","Profit"
"2173","Global Executive Mid-Back Manager's Chair","0.1166666667","750.7284","Profit"
"2174","Tenex Light Bulb, Duo Pack","0.1166666667","68.58","Profit"
"2175","Tenex Shelving, Single Width","0.1163636364","599.9875","Profit"
"2176","Canon Fax and Copier, Laser","0.1163529412","3299.73952","Profit"
"2177","Wilson Jones Binder, Economy","0.1161290323","263.3","Profit"
"2178","Boston Markers, Water Color","0.1160714286","-256.355","Loss"
"2179","Konica Phone, Wireless","0.116","1074.4697","Profit"
"2180","Sauder Classic Bookcase, Pine","0.1159090909","4267.767","Profit"
"2181","Office Star Chairmat, Black","0.1158823529","1149.7511","Profit"
"2182","Hewlett Wireless Fax, Laser","0.1158","1757.62924","Profit"
"2183","Fellowes Shelving, Blue","0.1156666667","1808.3728","Profit"
"2184","Sharp Wireless Fax, Color","0.1155238095","3882.93096","Profit"
"2185","Enermax Router, Bluetooth","0.1154545455","1362.9346","Profit"
"2186","Hon Legal Exhibit Labels, Laser Printer Compatible","0.1153846154","60.648","Profit"
"2187","Fiskars Trimmer, High Speed","0.1153846154","184.8","Profit"
"2188","Hamilton Beach Refrigerator, Black","0.1152941176","-302.4904","Loss"
"2189","Cameo Manila Envelope, Set of 50","0.115","80.19","Profit"
"2190","Motorola Audio Dock, with Caller ID","0.115","2376.8505","Profit"
"2191","Boston Markers, Fluorescent","0.1147058824","154.126","Profit"
"2192","Hon File Folder Labels, 5000 Label Set","0.1146666667","102.0996","Profit"
"2193","Harbour Creations Removable Labels, Adjustable","0.1145833333","295.169","Profit"
"2194","Stockwell Rubber Bands, Assorted Sizes","0.1143902439","290.4566","Profit"
"2195","Motorola Smart Phone, with Caller ID","0.1142857143","3926.241","Profit"
"2196","Things To Do Today Pad","0.1142857143","59.1696","Profit"
"2197","Newell 317","0.1142857143","13.1712","Profit"
"2198","Binder Clips by OIC","0.1142857143","15.3328","Profit"
"2199","Avery 505","0.1142857143","165.76","Profit"
"2200","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""","0.1142857143","73.8674","Profit"
"2201","Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset","0.1142857143","1003.6524","Profit"
"2202","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","0.1142857143","340.5142","Profit"
"2203","Avery Non-Stick Binders","0.1142857143","57.023","Profit"
"2204","Logitech Wireless Performance Mouse MX for PC and Mac","0.1142857143","497.9502","Profit"
"2205","DIXON Ticonderoga Erasable Checking Pencils","0.1142857143","26.784","Profit"
"2206","Logitech MX Performance Wireless Mouse","0.1142857143","211.8159","Profit"
"2207","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","0.1142857143","206.2662","Profit"
"2208","Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2","0.1142857143","39.53","Profit"
"2209","Wilson Jones Hanging View Binder, White, 1""","0.1142857143","55.238","Profit"
"2210","Xerox 203","0.1142857143","63.5556","Profit"
"2211","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","0.1142857143","225.0504","Profit"
"2212","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black","0.1142857143","127.446","Profit"
"2213","Sauder Classic Bookcase, Metal","0.1142857143","3834.47","Profit"
"2214","Boston School Pro Electric Pencil Sharpener, 1670","0.1142857143","149.9432","Profit"
"2215","Newell 310","0.1142857143","7.48","Profit"
"2216","Crate-A-Files","0.1142857143","31.392","Profit"
"2217","Xerox 212","0.1142857143","57.024","Profit"
"2218","Kleencut Trimmer, Steel","0.1142307692","28.3119","Profit"
"2219","Advantus Clamps, 12 Pack","0.1142105263","80.4168","Profit"
"2220","Memorex Flash Drive, USB","0.1141176471","241.1445","Profit"
"2221","SanDisk Cards & Envelopes, Recycled","0.1139130435","-257.624","Loss"
"2222","Acco Index Tab, Clear","0.1138666667","309.1154","Profit"
"2223","Rubbermaid Light Bulb, Erganomic","0.1136","307.2126","Profit"
"2224","GlobeWeis Clasp Envelope, Security-Tint","0.1135","185.253","Profit"
"2225","Office Star Chairmat, Set of Two","0.1134782609","1426.1713","Profit"
